,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
13,2020-01-14,-2098.4592790534393,-10638.97056706807,-5132.618122220883,-2098.4592790534393,-2098.4592790534393,-6268.784123029962,-6268.784123029962,-6268.784123029962,-6268.784123029962,-6268.784123029962,-6268.784123029962,0.0,0.0,0.0,-8367.2434020834
14,2020-01-15,-1921.3965763524943,-6628.818019153684,-1207.4979893756513,-1921.3965763524943,-1921.3965763524943,-1659.1291157434755,-1659.1291157434755,-1659.1291157434755,-1659.1291157434755,-1659.1291157434755,-1659.1291157434755,0.0,0.0,0.0,-3580.52569209597
15,2020-01-16,-1744.3338736515502,-2613.8712646467925,2814.056620030253,-1744.3338736515502,-1744.3338736515502,1995.392702733713,1995.392702733713,1995.392702733713,1995.392702733713,1995.392702733713,1995.392702733713,0.0,0.0,0.0,251.05882908216267
16,2020-01-17,-1567.2711709506052,-1281.4415280856433,4310.038707245067,-1567.2711709506052,-1567.2711709506052,2776.8088374226445,2776.8088374226445,2776.8088374226445,2776.8088374226445,2776.8088374226445,2776.8088374226445,0.0,0.0,0.0,1209.5376664720393
17,2020-01-18,-1390.2084693610373,673.9477291592721,6292.894006902613,-1390.2084693610373,-1390.2084693610373,4688.981465962266,4688.981465962266,4688.981465962266,4688.981465962266,4688.981465962266,4688.981465962266,0.0,0.0,0.0,3298.772996601229
18,2020-01-19,-1213.1457677714686,-730.3133878291964,4668.0814196320825,-1213.1457677714686,-1213.1457677714686,2834.695147057851,2834.695147057851,2834.695147057851,2834.695147057851,2834.695147057851,2834.695147057851,0.0,0.0,0.0,1621.5493792863824
19,2020-01-20,-1036.0830661819004,-8243.4199543867,-3209.6379988930757,-1036.0830661819004,-1036.0830661819004,-4367.964914433583,-4367.964914433583,-4367.964914433583,-4367.964914433583,-4367.964914433583,-4367.964914433583,0.0,0.0,0.0,-5404.0479806154835
20,2020-01-21,-859.0203645923325,-10197.353397932931,-4986.365552685743,-859.0203645923325,-859.0203645923325,-6268.784123028227,-6268.784123028227,-6268.784123028227,-6268.784123028227,-6268.784123028227,-6268.784123028227,0.0,0.0,0.0,-7127.80448762056
21,2020-01-22,-681.9576630027644,-5653.264679954472,174.7621780906302,-681.9576630027644,-681.9576630027644,-1659.1291157397748,-1659.1291157397748,-1659.1291157397748,-1659.1291157397748,-1659.1291157397748,-1659.1291157397748,0.0,0.0,0.0,-2341.086778742539
22,2020-01-23,-504.8949614131957,-1108.5153511119497,4382.119195213986,-504.8949614131957,-504.8949614131957,1995.3927027345064,1995.3927027345064,1995.3927027345064,1995.3927027345064,1995.3927027345064,1995.3927027345064,0.0,0.0,0.0,1490.4977413213107
23,2020-01-24,-327.8322649384554,-429.6548921443316,4734.803210502198,-327.8322649384554,-327.8322649384554,2776.8088374229296,2776.8088374229296,2776.8088374229296,2776.8088374229296,2776.8088374229296,2776.8088374229296,0.0,0.0,0.0,2448.976572484474
24,2020-01-25,-150.76956846371448,2333.943128930188,7421.231381460615,-150.76956846371448,-150.76956846371448,4688.981465963963,4688.981465963963,4688.981465963963,4688.981465963963,4688.981465963963,4688.981465963963,0.0,0.0,0.0,4538.211897500249
25,2020-01-26,26.293128011027047,606.3401264697025,5704.244440063007,26.293128011027047,26.293128011027047,2834.695147076409,2834.695147076409,2834.695147076409,2834.695147076409,2834.695147076409,2834.695147076409,0.0,0.0,0.0,2860.988275087436
26,2020-01-27,203.35582448576736,-5871.560867854621,-738.6274195354977,203.35582448576736,203.35582448576736,-4367.964914437834,-4367.964914437834,-4367.964914437834,-4367.964914437834,-4367.964914437834,-4367.964914437834,0.0,0.0,0.0,-4164.609089952066
