,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
27,2020-01-28,380.4185209605089,-8688.630250407703,-3453.3548122947586,380.4185209605089,380.4185209605089,-6268.784123026423,-6268.784123026423,-6268.784123026423,-6268.784123026423,-6268.784123026423,-6268.784123026423,0.0,0.0,0.0,-5888.365602065915
28,2020-01-29,557.4812188614987,-3635.8337939787507,1317.044747301477,557.4812188614987,557.4812188614987,-1659.1291157352734,-1659.1291157352734,-1659.1291157352734,-1659.1291157352734,-1659.1291157352734,-1659.1291157352734,0.0,0.0,0.0,-1101.6478968737747
29,2020-01-30,734.5439167624874,720.3148451099611,5878.90839175102,734.5439167624874,734.5439167624874,1995.3927027360887,1995.3927027360887,1995.3927027360887,1995.3927027360887,1995.3927027360887,1995.3927027360887,0.0,0.0,0.0,2729.936619498576
30,2020-01-31,911.6066146634766,587.2137308251754,6103.385220424001,911.6066146634766,911.6066146634766,2776.808837419341,2776.808837419341,2776.808837419341,2776.808837419341,2776.808837419341,2776.808837419341,0.0,0.0,0.0,3688.415452082818
31,2020-02-01,1088.6693125644654,3972.6429105710104,9022.112292385073,1088.6693125644654,1088.6693125644654,4688.9814659656595,4688.9814659656595,4688.9814659656595,4688.9814659656595,4688.9814659656595,4688.9814659656595,0.0,0.0,0.0,5777.650778530125
32,2020-02-02,1265.7320104654552,739.9033129582723,6762.806739739083,1265.7320104654552,1265.7320104654552,2834.6951470725344,2834.6951470725344,2834.6951470725344,2834.6951470725344,2834.6951470725344,2834.6951470725344,0.0,0.0,0.0,4100.42715753799
33,2020-02-03,1442.7947083664444,-5257.9597904984075,101.26857240698911,1442.7947083664444,1442.7947083664444,-4367.964914416971,-4367.964914416971,-4367.964914416971,-4367.964914416971,-4367.964914416971,-4367.964914416971,0.0,0.0,0.0,-2925.1702060505263
34,2020-02-04,1619.85740700153,-6894.159439438314,-2151.6165584748114,1619.85740700153,1619.85740700153,-6268.7841230246195,-6268.7841230246195,-6268.7841230246195,-6268.7841230246195,-6268.7841230246195,-6268.7841230246195,0.0,0.0,0.0,-4648.926716023089
35,2020-02-05,1796.9201056366167,-2666.28749884507,3133.2304386103433,1796.9201056366164,1796.9201056366164,-1659.1291157315736,-1659.1291157315736,-1659.1291157315736,-1659.1291157315736,-1659.1291157315736,-1659.1291157315736,0.0,0.0,0.0,137.79098990504303
36,2020-02-06,1973.9828042717036,1254.9838553957543,6176.519599389998,1973.9828042717036,1973.9828042717036,1995.392702730735,1995.392702730735,1995.392702730735,1995.392702730735,1995.392702730735,1995.392702730735,0.0,0.0,0.0,3969.3755070024386
37,2020-02-07,2151.045502906789,2577.521042320279,8147.390577311852,2151.045502906789,2151.045502906789,2776.808837419626,2776.808837419626,2776.808837419626,2776.808837419626,2776.808837419626,2776.808837419626,0.0,0.0,0.0,4927.854340326415
38,2020-02-08,2328.1082015418756,3617.224102787909,8930.957106619744,2328.1082015418756,2328.1082015418756,4688.981465965252,4688.981465965252,4688.981465965252,4688.981465965252,4688.981465965252,4688.981465965252,0.0,0.0,0.0,7017.089667507127
39,2020-02-09,2505.1709305388554,2761.7576058330164,8201.057981976672,2505.1709305388554,2505.1709305388554,2834.6951470686604,2834.6951470686604,2834.6951470686604,2834.6951470686604,2834.6951470686604,2834.6951470686604,0.0,0.0,0.0,5339.866077607516
40,2020-02-10,2682.233659535835,-4068.3141638621582,912.9817756982469,2682.233659535835,2682.233659535835,-4367.964914421221,-4367.964914421221,-4367.964914421221,-4367.964914421221,-4367.964914421221,-4367.964914421221,0.0,0.0,0.0,-1685.7312548853856
41,2020-02-11,2859.2963885328163,-5648.977260331788,-571.0018089373659,2859.2963885328163,2859.2963885328163,-6268.78412303266,-6268.78412303266,-6268.78412303266,-6268.78412303266,-6268.78412303266,-6268.78412303266,0.0,0.0,0.0,-3409.487734499844
42,2020-02-12,3036.359117529796,-818.6863149783692,4349.822196374516,3036.359117529796,3036.359117529796,-1659.1291157278724,-1659.1291157278724,-1659.1291157278724,-1659.1291157278724,-1659.1291157278724,-1659.1291157278724,0.0,0.0,0.0,1377.2300018019237
43,2020-02-13,3213.421846526777,2087.3074881058083,7272.458276198313,3213.421846526777,3213.421846526777,1995.3927027323175,1995.3927027323175,1995.3927027323175,1995.3927027323175,1995.3927027323175,1995.3927027323175,0.0,0.0,0.0,5208.814549259094
44,2020-02-14,3390.484575523758,2498.6105754940136,8561.954373789162,3390.484575523758,3390.484575523758,2776.808837420933,2776.808837420933,2776.808837420933,2776.808837420933,2776.808837420933,2776.808837420933,0.0,0.0,0.0,6167.293412944691
45,2020-02-15,3567.5473761469116,6272.595182742341,11233.633719554788,3567.547376146912,3567.547376146912,4688.981465966948,4688.981465966948,4688.981465966948,4688.981465966948,4688.981465966948,4688.981465966948,0.0,0.0,0.0,8256.52884211386
46,2020-02-16,3744.610176770064,3705.710727202316,8722.776451352005,3744.610176770064,3744.610176770064,2834.695147063912,2834.695147063912,2834.695147063912,2834.695147063912,2834.695147063912,2834.695147063912,0.0,0.0,0.0,6579.305323833976
47,2020-02-17,3921.6729773932184,-2813.6047536705532,2972.842760546835,3921.6729773932184,3921.6729773932184,-4367.9649144265195,-4367.9649144265195,-4367.9649144265195,-4367.9649144265195,-4367.9649144265195,-4367.9649144265195,0.0,0.0,0.0,-446.2919370333011
48,2020-02-18,4098.735778016372,-5268.082998821432,187.89133798798863,4098.735778016372,4098.735778016372,-6268.784123030928,-6268.784123030928,-6268.784123030928,-6268.784123030928,-6268.784123030928,-6268.784123030928,0.0,0.0,0.0,-2170.0483450145557
49,2020-02-19,4275.798578639528,-413.6328460160275,4827.332607101984,4275.798578639528,4275.798578639528,-1659.1291157233718,-1659.1291157233718,-1659.1291157233718,-1659.1291157233718,-1659.1291157233718,-1659.1291157233718,0.0,0.0,0.0,2616.6694629161566
50,2020-02-20,4572.937391677328,3905.537377664825,9310.429949045436,4572.937391677328,4572.937391677328,1995.3927027331108,1995.3927027331108,1995.3927027331108,1995.3927027331108,1995.3927027331108,1995.3927027331108,0.0,0.0,0.0,6568.330094410439
51,2020-02-21,4870.076204715128,5247.986721172479,9955.652134792183,4870.076204715128,4870.076204715128,2776.8088374222407,2776.8088374222407,2776.8088374222407,2776.8088374222407,2776.8088374222407,2776.8088374222407,0.0,0.0,0.0,7646.885042137369
52,2020-02-22,5167.215017752928,7368.165550324684,12599.566811345081,5167.215017752928,5167.215017752928,4688.9814659627245,4688.9814659627245,4688.9814659627245,4688.9814659627245,4688.9814659627245,4688.9814659627245,0.0,0.0,0.0,9856.196483715652
53,2020-02-23,5464.353830790729,6406.744112652292,11066.013986784046,5464.353830790729,5464.353830790729,2834.6951470609124,2834.6951470609124,2834.6951470609124,2834.6951470609124,2834.6951470609124,2834.6951470609124,0.0,0.0,0.0,8299.048977851642
54,2020-02-24,5761.492643828531,-1191.0871890786273,4206.573045452346,5761.492643828531,5761.492643828531,-4367.96491443077,-4367.96491443077,-4367.96491443077,-4367.96491443077,-4367.96491443077,-4367.96491443077,0.0,0.0,0.0,1393.5277293977615
55,2020-02-25,6058.631456866329,-3057.0376292620626,2664.274018561483,6058.631456866329,6058.631456866329,-6268.784123029057,-6268.784123029057,-6268.784123029057,-6268.784123029057,-6268.784123029057,-6268.784123029057,0.0,0.0,0.0,-210.15266616272766
56,2020-02-26,6656.521374067221,2342.1455081618437,7840.554234499657,6656.521374067221,6656.521374067221,-1659.1291157196706,-1659.1291157196706,-1659.1291157196706,-1659.1291157196706,-1659.1291157196706,-1659.1291157196706,0.0,0.0,0.0,4997.3922583475505
57,2020-02-27,7254.411291268108,5790.062910164708,10988.004507100615,7254.411291268108,7254.411291268108,1995.392702729335,1995.392702729335,1995.392702729335,1995.392702729335,1995.392702729335,1995.392702729335,0.0,0.0,0.0,9249.803993997442
58,2020-02-28,7852.301208468999,7569.348930467166,12950.473258066279,7852.301208468999,7852.301208468999,2776.808837423548,2776.808837423548,2776.808837423548,2776.808837423548,2776.808837423548,2776.808837423548,0.0,0.0,0.0,10629.110045892547
59,2020-02-29,8450.191125669886,11007.513032306473,16215.075866905554,8450.191125669886,8450.191125669886,4688.981465964421,4688.981465964421,4688.981465964421,4688.981465964421,4688.981465964421,4688.981465964421,0.0,0.0,0.0,13139.172591634306
60,2020-03-01,9048.081042870788,9244.275114246046,14290.101456909852,9048.081042870788,9048.081042870788,2834.695147078596,2834.695147078596,2834.695147078596,2834.695147078596,2834.695147078596,2834.695147078596,0.0,0.0,0.0,11882.776189949385
61,2020-03-02,10021.027808203284,3358.3028405621735,8429.87336605393,10021.027808203284,10021.027808203284,-4367.964914435544,-4367.964914435544,-4367.964914435544,-4367.964914435544,-4367.964914435544,-4367.964914435544,0.0,0.0,0.0,5653.062893767739
62,2020-03-03,10993.974573535781,1675.565233379415,6822.468918833058,10993.974573535781,10993.974573535781,-6268.784123027321,-6268.784123027321,-6268.784123027321,-6268.784123027321,-6268.784123027321,-6268.784123027321,0.0,0.0,0.0,4725.19045050846
63,2020-03-04,11966.921338868287,8042.966062798186,13441.365598350001,11966.921338868287,11966.921338868287,-1659.1291157376536,-1659.1291157376536,-1659.1291157376536,-1659.1291157376536,-1659.1291157376536,-1659.1291157376536,0.0,0.0,0.0,10307.792223130633
64,2020-03-05,12939.868104200794,11962.583253656741,17295.020919207163,12939.868104200794,12939.868104200794,1995.3927027293391,1995.3927027293391,1995.3927027293391,1995.3927027293391,1995.3927027293391,1995.3927027293391,0.0,0.0,0.0,14935.260806930133
65,2020-03-06,13912.8148695333,13718.851459627273,19182.066340832956,13912.8148695333,13912.8148695333,2776.8088374238323,2776.8088374238323,2776.8088374238323,2776.8088374238323,2776.8088374238323,2776.8088374238323,0.0,0.0,0.0,16689.623706957133
66,2020-03-07,14885.761634865798,17109.262128638315,22044.463042587646,14885.761634865798,14885.761634865798,4688.981465964012,4688.981465964012,4688.981465964012,4688.981465964012,4688.981465964012,4688.981465964012,0.0,0.0,0.0,19574.743100829808
67,2020-03-08,16196.87322485452,15858.47392255025,21220.25495487413,16196.87322485452,16196.87322485452,2834.695147073848,2834.695147073848,2834.695147073848,2834.695147073848,2834.695147073848,2834.695147073848,0.0,0.0,0.0,19031.56837192837
68,2020-03-09,17507.984814843225,11013.991775416373,16409.504857671112,17507.984814843225,17507.984814843225,-4367.964914414681,-4367.964914414681,-4367.964914414681,-4367.964914414681,-4367.964914414681,-4367.964914414681,0.0,0.0,0.0,13140.019900428544
69,2020-03-10,18819.09640483196,9824.553302615432,15230.892231818409,18819.09640483196,18819.09640483196,-6268.784123025519,-6268.784123025519,-6268.784123025519,-6268.784123025519,-6268.784123025519,-6268.784123025519,0.0,0.0,0.0,12550.31228180644
70,2020-03-11,20130.207994820674,16215.854215921063,20901.113507288024,20130.207994820674,20130.207994820674,-1659.1291157335522,-1659.1291157335522,-1659.1291157335522,-1659.1291157335522,-1659.1291157335522,-1659.1291157335522,0.0,0.0,0.0,18471.078879087123
71,2020-03-12,21441.319584809407,20797.28796166851,25864.60715876611,21441.319584809407,21441.319584809407,1995.3927027309219,1995.3927027309219,1995.3927027309219,1995.3927027309219,1995.3927027309219,1995.3927027309219,0.0,0.0,0.0,23436.71228754033
72,2020-03-13,22928.903987419006,22566.3962811647,27943.963792704373,22928.903987419006,22928.903987419006,2776.8088374261606,2776.8088374261606,2776.8088374261606,2776.8088374261606,2776.8088374261606,2776.8088374261606,0.0,0.0,0.0,25705.712824845166
73,2020-03-14,24416.4883900286,26900.428232060473,31538.700142894246,24416.4883900286,24416.4883900286,4688.98146596571,4688.98146596571,4688.98146596571,4688.98146596571,4688.98146596571,4688.98146596571,0.0,0.0,0.0,29105.46985599431
74,2020-03-15,25904.07279263822,26597.94564065816,32249.755279974863,25904.07279263822,25904.07279263822,2834.6951470699737,2834.6951470699737,2834.6951470699737,2834.6951470699737,2834.6951470699737,2834.6951470699737,0.0,0.0,0.0,28738.767939708196
75,2020-03-16,27391.65719524782,20394.98671261041,25794.040436174007,27391.65719524782,27391.65719524782,-4367.9649144194545,-4367.9649144194545,-4367.9649144194545,-4367.9649144194545,-4367.9649144194545,-4367.9649144194545,0.0,0.0,0.0,23023.692280828363
76,2020-03-17,28879.241597857435,19904.836718381433,25182.296168164845,28879.241597857435,28879.241597857435,-6268.784123023782,-6268.784123023782,-6268.784123023782,-6268.784123023782,-6268.784123023782,-6268.784123023782,0.0,0.0,0.0,22610.457474833653
